Client_ID,Sexe,Age,Navigateur,OS,Pays,Geolocalisation,Campagne,Moyenne_Pages_Visitees,Haut_Revenu
621834,F,23,Chrome,Windows,Sweden,22.15 65.5833,TRUE,9.6666666667,FALSE
629590,M,64,Chrome,Windows,Norway,10.75 59.95,FALSE,15,FALSE
638500,F,19,Chrome,Windows,United States,-84.5075 38.0287,TRUE,9,FALSE
648104,F,40,Firefox,Windows,United States,-78.6253 35.7977,FALSE,10,FALSE
655387,M,24,Firefox,Linux,Brazil,-43.2192 -22.8305,FALSE,13,FALSE
663554,,47,Chrome,Windows,Finland,24.9342 60.1756,FALSE,10.5,TRUE
669904,,41,Chrome,MacOS X,United States,-97.822 37.751,TRUE,10.6666666667,FALSE
67arwo,F,58,Chrome,Linux,United States,-111.8434 40.7649,FALSE,10,FALSE
688092,,69,Chrome,Windows,United States,-85.5787 38.3036,FALSE,8.5,FALSE
695667,M,52,Chrome,Windows,United States,-78.7977 35.9466,FALSE,9.2,FALSE
6lnx9f,M,58,Safari,MacOS X,China,117.1767 39.1422,FALSE,13.5,FALSE
705827,F,16,Firefox,Linux,China,121.3997 31.0456,FALSE,7,FALSE
713203,F,,Chrome,Windows,China,87.6005 43.801,TRUE,10,FALSE
721511,F,,Chrome,Linux,United States,-76.0192 36.9205,FALSE,11.5,FALSE
729897,M,45,Chrome,MacOS X,United States,-97.822 37.751,FALSE,10.5,FALSE
738982,M,46,Chrome,Windows,United States,-77.0364 38.8951,FALSE,11.25,FALSE
748345,M,,Chrome,Windows,Japan,135.4167 34.7167,TRUE,11,FALSE
757085,F,61,Chrome,Windows,United States,-122.3558 37.526,FALSE,17,FALSE
765656,F,18,Chrome,MacOS X,United States,-89.2025 43.1946,TRUE,19,FALSE
772541,M,37,Chrome,MacOS X,United States,-97.822 37.751,FALSE,18,FALSE
780180,F,48,Chrome,MacOS X,China,116.3883 39.9289,FALSE,13,FALSE
788260,F,70,Chrome,Windows,Germany,9.491 51.2993,FALSE,11,FALSE
796005,M,49,Chrome,Windows,Republic of Korea,126.7317 37.4536,TRUE,16,FALSE
7o0o1r,F,21,Chrome,MacOS X,Iran,51.4231 35.6961,FALSE,10,FALSE
802644,F,49,Chrome,Windows,United States,-74.0104 40.7087,FALSE,8.5,FALSE
812186,F,41,Chrome,Windows,United States,-117.9089 33.6748,FALSE,11,FALSE
820255,M,60,Firefox,MacOS X,Republic of Korea,126.9743 37.5111,FALSE,9.3333333333,FALSE
828012,M,46,Chrome,Windows,China,116.3883 39.9289,FALSE,9.25,FALSE
834538,M,49,Safari,MacOS X,Macedonia,21.4314 41.9965,FALSE,11,TRUE
842942,M,39,Chrome,Windows,,,FALSE,12.5,FALSE
850651,M,45,Firefox,Windows,United States,-75.1502 40.1883,FALSE,11,FALSE
858797,F,,Chrome,MacOS X,United States,-119.688 45.8696,FALSE,12,FALSE
866158,F,29,Firefox,Windows,China,104.0667 30.6667,TRUE,10.6,FALSE
873855,M,67,Chrome,MacOS X,Republic of Korea,126.9743 37.5111,FALSE,11.5,FALSE
881591,M,,Chrome,MacOS X,United Kingdom,-0.1224 51.4964,FALSE,10,FALSE
889910,F,52,Chrome,Windows,Brazil,-43.2192 -22.8305,TRUE,9.75,FALSE
897267,M,30,Chrome,Windows,United States,-111.9093 33.4148,FALSE,12,FALSE
8ot31k,F,51,Safari,MacOS X,Canada,-79.3823 43.6469,TRUE,11,FALSE
904586,M,30,Chrome,Windows,Egypt,31.2859 30.0771,FALSE,18,FALSE
912212,M,58,Firefox,Windows,Ukraine,30.5233 50.45,FALSE,16,FALSE
919862,F,54,Chrome,Windows,New Zealand,174.7667 -36.8667,FALSE,10.5,FALSE
927401,M,61,Chrome,MacOS X,United States,-83.5505 32.9224,TRUE,11.5,FALSE
936642,F,61,Chrome,Windows,Brazil,-47.2833 -23.2,FALSE,11,FALSE
943849,M,40,Chrome,Windows,United States,-74.0104 40.7087,FALSE,7.5,FALSE
952582,M,20,Chrome,Linux,United States,-97.822 37.751,FALSE,9,FALSE
960535,M,75,Chrome,Windows,Algeria,3.1468 36.7642,FALSE,16,FALSE
967321,F,49,Chrome,Windows,,,FALSE,14,FALSE
976446,,47,Chrome,Windows,Republic of Korea,126.9743 37.5111,FALSE,12,FALSE
983258,F,46,Chrome,Windows,Japan,139.69 35.69,TRUE,8.3333333333,TRUE
991109,M,65,Chrome,MacOS X,Bosnia and Herzegovina,18.3833 43.85,FALSE,10.5,FALSE
995959,M,75,Firefox,Windows,United States,-92.7828 45.0118,TRUE,9,FALSE
9q7n9a,M,46,Chrome,Windows,Norway,10.7487 59.905,FALSE,17,FALSE
aj59rc,M,33,Chrome,Windows,United States,-97.822 37.751,TRUE,15,FALSE
bbh3sf,F,25,Firefox,Linux,,,FALSE,11,FALSE
bxykuv,M,42,Chrome,Windows,United States,-80.1737 36.1195,TRUE,9.75,FALSE
cobf5d,M,56,Chrome,Windows,India,77.95 10.35,FALSE,12,FALSE
dqw4a9,F,54,Safari,MacOS X,Brazil,-43.2192 -22.8305,FALSE,9.6666666667,FALSE
ee8fw8,M,66,Chrome,Windows,United States,-80.6755 35.4973,TRUE,10.3333333333,FALSE
f5soew,M,64,Chrome,Windows,Netherlands,4.8995 52.3824,FALSE,11,FALSE
fod06j,F,72,Chrome,Windows,United States,-119.7204 34.409,TRUE,7.6666666667,FALSE
gcoj3y,M,59,Chrome,Windows,China,117.1767 39.1422,FALSE,8.5,FALSE
gzlbpa,F,47,Chrome,Windows,Italy,9.6818 45.3626,FALSE,14,FALSE
hx2g8e,F,41,Chrome,Windows,United States,-73.9975 40.7308,FALSE,12,FALSE
is9t71,F,62,Chrome,Windows,United States,-97.822 37.751,FALSE,11,FALSE
jsghip,F,45,Chrome,Linux,Republic of Korea,126.9741 37.5112,TRUE,6,FALSE
kemq4x,M,,Chrome,Windows,United States,-84.3005 34.133,FALSE,15,FALSE
l3lvqk,F,39,Chrome,Windows,Belgium,4.35 50.85,TRUE,10.5,FALSE
lv9jvo,,46,Firefox,Windows,United Kingdom,-0.0955 51.5092,FALSE,11,TRUE
mg607y,F,,Chrome,Windows,Malaysia,112.5 2.5,TRUE,10,TRUE
n5sigg,F,60,Firefox,Windows,United States,-96.3217 30.6131,TRUE,14,FALSE
nwskvh,M,39,Firefox,Windows,,,TRUE,11.25,FALSE
ojtcn8,F,70,Chrome,Windows,United States,-110.3607 31.5273,TRUE,7.5,TRUE
p34f0v,M,31,Chrome,Windows,United States,-95.2087 39.0393,FALSE,14,FALSE
pq9d8u,M,65,Chrome,MacOS X,United States,-122.0574 37.4192,FALSE,8,TRUE
qgj8tr,F,17,Chrome,MacOS X,China,114.2734 30.5801,TRUE,13,FALSE
r4z5dk,M,60,Firefox,Windows,Canada,-80.2257 43.5184,FALSE,9,FALSE
rwkyav,,62,Chrome,Windows,France,7.056 48.7342,FALSE,14,FALSE
skfqss,M,60,Chrome,Windows,Venezuela,-71.6406 10.6317,FALSE,6,FALSE
t9ndf5,M,67,Chrome,Windows,Chile,-70.6682 -33.4625,TRUE,11.3333333333,FALSE
u2ga4z,F,72,Chrome,Windows,United States,-92.2377 47.8158,TRUE,10.3333333333,FALSE
utfty3,,72,Chrome,Windows,China,121.3997 31.0456,FALSE,12.5,FALSE
vft1eu,F,46,Safari,MacOS X,Germany,9.491 51.2993,TRUE,11.6666666667,FALSE
w7l9l7,F,,Chrome,Windows,Argentina,-58.3816 -34.6033,FALSE,9.5,FALSE
ws13bp,M,,Chrome,Windows,United Kingdom,-2.5833 51.45,TRUE,9.5,FALSE
x8fup1,M,57,Chrome,Windows,China,116.3883 39.9289,FALSE,9.6666666667,FALSE
y0yw1e,M,18,Chrome,MacOS X,United States,-78.8986 35.994,FALSE,8,FALSE
yq27m3,M,44,Chrome,Windows,China,113.25 23.1167,FALSE,7,FALSE
zjfhwv,M,40,Firefox,Linux,China,113.0442 36.0458,TRUE,8.3333333333,FALSE
5639,F,,Chrome,Windows,United States,-80.3206 25.7981,TRUE,11,FALSE
12634,M,62,Chrome,Windows,Norway,11.1167 59.2833,FALSE,8.5,FALSE
23052,M,36,Chrome,Windows,United States,-97.822 37.751,FALSE,12,FALSE
30780,F,37,Chrome,Windows,Japan,139.38 35.7208,TRUE,11.5,FALSE
38800,F,59,Chrome,Windows,Japan,139.69 35.69,FALSE,11,FALSE
46576,,46,Chrome,MacOS X,United States,-74.0483 40.8639,FALSE,8,FALSE
056wtd,M,43,Chrome,Windows,United States,-84.3858 33.748,FALSE,11,FALSE
64307,F,51,Firefox,Windows,France,2.3387 48.8582,TRUE,8.6666666667,TRUE
72858,F,40,Chrome,Windows,United States,-97.822 37.751,TRUE,9.2857142857,FALSE
81113,M,38,Chrome,MacOS X,Thailand,100.4667 13.75,FALSE,14,FALSE
88189,,72,Chrome,Windows,China,116.3883 39.9289,FALSE,12.5,FALSE
96441,F,30,Chrome,Windows,China,106.5528 29.5628,FALSE,10,FALSE
0mji2e,M,38,Chrome,Windows,United Kingdom,-1.6194 54.9881,FALSE,20,FALSE
102720,F,46,Safari,MacOS X,Canada,-122.822 49.4635,TRUE,11,FALSE
10lgps,F,54,Chrome,Windows,United States,-80.0395 40.3276,FALSE,14,FALSE
118785,M,60,Safari,MacOS X,United States,-97.822 37.751,TRUE,10.8333333333,FALSE
126870,F,33,Firefox,Windows,United States,-77.3428 38.9599,FALSE,20,FALSE
137545,M,70,Firefox,Linux,United States,-84.1789 39.7405,FALSE,11,FALSE
144770,F,41,Chrome,Windows,China,120.4586 41.5703,FALSE,11,FALSE
153711,M,59,Chrome,Windows,United States,-73.9653 40.8006,FALSE,9.6666666667,FALSE
161841,M,36,Chrome,Windows,,,FALSE,10.5,FALSE
169847,,60,Chrome,Windows,United Kingdom,-2 52.6,FALSE,17,FALSE
178095,F,24,Chrome,Windows,United States,-77.0969 38.8865,TRUE,11,FALSE
185216,F,,Firefox,Windows,United States,-77.3827 38.9841,FALSE,12,FALSE
191079,M,63,Chrome,Windows,Republic of Korea,126.9743 37.5111,FALSE,9,FALSE
199993,M,15,Chrome,Windows,China,125.3228 43.88,TRUE,13,FALSE
1xaqzb,M,45,Chrome,Linux,United States,-97.822 37.751,TRUE,8.3333333333,TRUE
207567,F,19,Chrome,Linux,United Kingdom,-1.1667 52.9667,FALSE,11,FALSE
216274,M,39,Chrome,Windows,United States,-109.5347 44.4023,FALSE,12,FALSE
223087,F,38,Chrome,MacOS X,Sweden,18.05 59.3333,TRUE,8.75,FALSE
231506,F,18,Firefox,Windows,South Africa,24 -29,FALSE,13,FALSE
239847,,65,Firefox,MacOS X,Republic of Korea,126.9743 37.5111,TRUE,9.25,TRUE
247612,M,74,Chrome,Windows,Brazil,-43.2192 -22.8305,TRUE,10,FALSE
256ysk,,25,Safari,MacOS X,United States,-97.822 37.751,FALSE,7,FALSE
265655,M,32,Safari,MacOS X,Armenia,45 40,FALSE,12,FALSE
273795,M,61,Safari,MacOS X,United States,-96.7853 32.9358,FALSE,12.6666666667,TRUE
280585,F,48,Firefox,Windows,Netherlands,4.7944 53.0565,FALSE,7,FALSE
288718,F,52,Chrome,Windows,United Kingdom,-0.1224 51.4964,FALSE,8.1428571429,FALSE
296966,,65,Chrome,Windows,United States,-80.7278 34.9273,FALSE,15,FALSE
2sngnl,M,67,Chrome,Windows,Sweden,18.056 59.3247,TRUE,9,FALSE
305326,,73,Chrome,MacOS X,United States,-77.555 43.179,FALSE,10,FALSE
314196,M,64,Chrome,Windows,United States,-75.4374 40.6452,FALSE,9,FALSE
322152,F,47,IE,Windows,United States,-77.539 39.018,FALSE,11,FALSE
331468,F,63,Chrome,MacOS X,France,3.5279 50.3571,TRUE,9.75,FALSE
340522,M,44,Safari,MacOS X,Germany,9.491 51.2993,FALSE,7.6666666667,FALSE
350097,F,58,Firefox,Windows,Australia,130.8366 -12.4572,FALSE,14,FALSE
356941,F,38,Chrome,Windows,China,102.7183 25.0389,FALSE,7,FALSE
363790,F,68,Firefox,Windows,Germany,9.491 51.2993,TRUE,8,FALSE
370613,,62,Chrome,Windows,United Kingdom,-0.1224 51.4964,FALSE,10.3333333333,FALSE
378589,M,55,Chrome,Windows,India,72.9 20.9667,TRUE,10.5,FALSE
385966,F,,Chrome,Windows,Peru,-77.0283 -12.0433,TRUE,9.6666666667,FALSE
393087,M,56,Chrome,Windows,United Arab Emirates,55.3081 25.2639,FALSE,8,FALSE
3fhq40,M,28,Chrome,Windows,China,116.3883 39.9289,TRUE,10.3333333333,FALSE
400710,F,58,Chrome,Windows,,,TRUE,10,FALSE
408067,F,74,Chrome,Windows,Mexico,-96.9167 19.5333,TRUE,8.1666666667,FALSE
416025,F,45,Chrome,Windows,Brazil,-43.2192 -22.8305,FALSE,10,FALSE
424194,M,,Chrome,MacOS X,Germany,13.4062 52.5155,TRUE,10,FALSE
432238,M,57,IE,Windows,Spain,-2.8333 43.2667,FALSE,20,FALSE
439949,M,60,Chrome,MacOS X,Germany,9.491 51.2993,FALSE,14,FALSE
447220,M,56,Chrome,Windows,Portugal,-8.2864 41.128,FALSE,13,FALSE
454941,F,16,Firefox,Windows,United States,-97.822 37.751,FALSE,16,FALSE
463648,M,39,Firefox,Windows,Canada,-79.4035 43.6736,TRUE,7.1111111111,TRUE
470682,M,54,Safari,MacOS X,United States,-74.1741 40.7355,FALSE,12,FALSE
479066,F,46,Chrome,Windows,United States,-97.822 37.751,FALSE,10.5,TRUE
488697,M,67,Chrome,Windows,United States,-119.8461 39.5425,FALSE,12.3333333333,TRUE
494585,F,20,Chrome,MacOS X,Norway,10.7487 59.905,FALSE,14,FALSE
4d0jik,M,57,Safari,MacOS X,Serbia,21 44,TRUE,8.3333333333,FALSE
505811,F,62,Chrome,MacOS X,Italy,12.1097 43.1479,FALSE,13,FALSE
513913,F,60,Chrome,Windows,China,116.3883 39.9289,TRUE,7.8,TRUE
520150,,65,Chrome,Windows,United States,-87.7037 41.9474,TRUE,8,FALSE
527480,M,55,Chrome,Windows,Brazil,-53.5 -28.3,TRUE,10,TRUE
538427,M,52,Safari,MacOS X,China,113.5325 34.6836,TRUE,11.2,FALSE
546692,M,44,Chrome,Windows,Spain,-3.684 40.4172,FALSE,12,FALSE
554569,F,40,Firefox,Linux,Italy,9.2258 45.5333,FALSE,11,FALSE
564240,M,23,Chrome,Windows,Indonesia,119.6255 -4.0135,FALSE,12,FALSE
573700,F,56,Safari,MacOS X,Netherlands,6.0858 52.5058,TRUE,7.5,TRUE
582475,M,71,Chrome,Windows,United States,-110.3607 31.5273,TRUE,11,FALSE
590680,F,55,Chrome,MacOS X,Germany,8.2848 52.7266,FALSE,10.75,FALSE
599561,M,36,Chrome,Windows,Germany,12.1026 47.8391,FALSE,15,FALSE
602543,,62,Chrome,Windows,Brazil,-51.95 -22.8167,TRUE,10.5,FALSE
611580,F,67,Chrome,MacOS X,Republic of Lithuania,24 56,FALSE,11,FALSE
619539,M,,Chrome,Windows,Finland,24.9375 60.1708,FALSE,13.3333333333,TRUE
627333,M,19,Chrome,Windows,United States,-83.1508 42.2399,FALSE,12,FALSE
635186,M,,Chrome,Windows,United States,-97.822 37.751,FALSE,20,FALSE
644412,M,61,Chrome,Windows,Germany,9.491 51.2993,TRUE,9,FALSE
654682,M,,Chrome,Windows,United States,-97.822 37.751,FALSE,6,FALSE
663133,M,62,Chrome,Windows,United States,-76.5159 42.4072,FALSE,9,FALSE
670052,F,41,Chrome,Windows,Norway,10.75 59.95,FALSE,13,FALSE
680608,M,55,Chrome,Windows,United States,-97.6104 30.2461,FALSE,9,FALSE
688241,M,,Chrome,Windows,Switzerland,7.6115 47.5175,TRUE,10.6,FALSE
697885,F,37,Chrome,Windows,United States,-83.4034 42.4648,TRUE,8.5,FALSE
6r4bnl,M,72,Chrome,Windows,China,116.9972 36.6683,FALSE,13,FALSE
704512,,37,Chrome,Windows,Japan,130.4181 33.6064,FALSE,11,FALSE
710049,F,68,Chrome,Windows,United States,-97.822 37.751,FALSE,16,FALSE
718447,M,30,Chrome,MacOS X,United Kingdom,0.5337 51.3521,TRUE,8,TRUE
728062,F,,Chrome,Linux,France,2.3387 48.8582,TRUE,11.3333333333,FALSE
737177,M,15,Chrome,Windows,Japan,139.8836 36.5658,TRUE,11,FALSE
746004,F,,Chrome,Windows,United States,-70.8578 42.5653,TRUE,8.75,TRUE
754760,F,68,Chrome,Windows,United States,-97.822 37.751,FALSE,11.75,FALSE
763257,F,32,Chrome,MacOS X,United Kingdom,-0.1224 51.4964,TRUE,11.3333333333,FALSE
770959,M,73,Firefox,Windows,United States,-122.0318 38.0033,FALSE,9,FALSE
779057,F,53,Chrome,Windows,China,113.25 23.1167,TRUE,9.25,TRUE
787072,F,64,Chrome,Linux,Italy,12.1097 43.1479,TRUE,10.2,TRUE
794674,,53,Chrome,Windows,United States,-83.1383 39.9649,FALSE,5,FALSE
7ivv03,F,42,Chrome,Windows,Japan,137.15 35.0833,FALSE,8,FALSE
801907,M,17,Chrome,Windows,United States,-97.822 37.751,TRUE,13,FALSE
811516,F,49,Chrome,Windows,France,1.4332 43.5995,TRUE,13,FALSE
819914,,23,Chrome,Windows,Republic of Korea,126.8219 37.3236,TRUE,13,FALSE
827282,,23,Chrome,Windows,United States,-97.822 37.751,TRUE,7.5,FALSE
833991,,16,Chrome,Windows,Japan,139.69 35.69,TRUE,14.5,FALSE
842157,M,57,Safari,MacOS X,United Kingdom,-0.2808 53.5014,TRUE,8.4,FALSE
850383,F,51,Chrome,Windows,Uruguay,-56.1708 -34.8581,TRUE,9.8333333333,TRUE
857393,M,55,Edge,Windows,United States,-122.2471 37.5331,FALSE,12.6666666667,FALSE
865578,F,46,Chrome,Windows,United States,-97.822 37.751,TRUE,10,FALSE
873069,,19,Safari,MacOS X,Japan,139.7677 35.6427,FALSE,11,FALSE
881330,M,27,Chrome,MacOS X,Denmark,12.0564 55.7123,FALSE,6,FALSE
889508,M,66,Chrome,Windows,Argentina,-58.6 -34.6333,FALSE,9,FALSE
896936,M,32,Chrome,Windows,United States,-90.3263 38.645,FALSE,15,FALSE
8p6rho,M,38,Chrome,MacOS X,Brazil,-43.2192 -22.8305,TRUE,11.25,FALSE
904850,M,,Firefox,Windows,Germany,9.491 51.2993,TRUE,9.6,TRUE
912970,F,61,Chrome,Windows,Russia,37.6068 55.7386,FALSE,19,FALSE
919932,M,60,Chrome,Windows,United States,-97.822 37.751,FALSE,11,FALSE
927793,F,21,Safari,MacOS X,Serbia,20.4681 44.8186,FALSE,8,FALSE
936786,M,55,Chrome,MacOS X,Netherlands,4.9391 51.5435,TRUE,8.4,FALSE
943978,M,38,Safari,MacOS X,United States,-87.6852 41.8784,FALSE,8,FALSE
952675,M,28,Chrome,Windows,Brazil,-43.2192 -22.8305,TRUE,11.5,FALSE
960814,M,72,Chrome,MacOS X,Spain,2.11 41.3609,TRUE,13.3333333333,FALSE
967396,M,17,Firefox,Linux,United States,-96.8705 43.4588,FALSE,12,FALSE
976737,F,69,Chrome,Windows,United States,-97.822 37.751,FALSE,17,FALSE
985080,F,16,Chrome,Windows,Tanzania,39.291 -6.8227,TRUE,12,FALSE
991986,M,44,Chrome,MacOS X,United States,-97.822 37.751,FALSE,10.5,FALSE
998494,F,75,IE,Windows,Japan,139.69 35.69,FALSE,14,FALSE
a3jj90,M,29,Chrome,Windows,United States,-78.6253 35.7977,TRUE,10,FALSE
arv5wk,M,72,Chrome,Windows,United States,-110.3607 31.5273,FALSE,12,FALSE
beszs0,M,50,Chrome,Windows,Germany,9.491 51.2993,FALSE,11.3333333333,FALSE
c5oldh,F,49,Safari,MacOS X,China,104.7542 31.4593,FALSE,12.5,TRUE
cznd7h,F,35,Safari,MacOS X,United States,-95.4446 29.7431,TRUE,8.6666666667,FALSE
dunu28,M,31,Chrome,Windows,Spain,-16.5487 28.414,FALSE,13,FALSE
el0sj8,M,66,Chrome,Windows,United States,-97.822 37.751,TRUE,13,FALSE
f4812c,M,66,Chrome,Windows,Republic of Korea,126.9743 37.5111,FALSE,12,FALSE
flkc09,M,58,Chrome,Windows,United States,-71.1028 42.3646,FALSE,15,FALSE
g9cb4o,M,68,Chrome,Windows,United States,-75.5281 39.7157,FALSE,7,FALSE
gv3d70,F,48,Chrome,MacOS X,Republic of Korea,126.9743 37.5111,FALSE,10.5,FALSE
hp0s7z,,66,Chrome,Windows,Italy,9.1288 45.6556,FALSE,15,TRUE
ib7nvk,M,73,Chrome,Windows,Republic of Korea,126.5219 33.5097,FALSE,13.5,FALSE
j3a285,M,43,Chrome,Windows,China,113.25 23.1167,TRUE,10.5,FALSE
jqzcdb,F,54,Firefox,Windows,Canada,-75.5773 45.3548,FALSE,9.5,FALSE
ko80hj,F,46,Chrome,MacOS X,United States,-122.6413 47.5653,FALSE,13,FALSE
lgrq37,,56,Edge,Windows,India,78.4744 17.3753,TRUE,11.5,FALSE
m6fuud,M,27,Chrome,Windows,United States,-83.1763 42.3223,TRUE,9,FALSE
mx3wt6,M,71,Chrome,MacOS X,Norway,10.75 59.95,FALSE,11,FALSE
nokbky,M,70,Chrome,Windows,France,2.5627 48.8498,FALSE,10,FALSE
oce5a4,F,,Safari,MacOS X,United States,-86.2539 32.404,TRUE,11,FALSE
p0du45,M,,Chrome,Windows,France,-4.4833 48.4,TRUE,9.3333333333,FALSE
pob3e5,F,39,Chrome,MacOS X,United States,-97.822 37.751,FALSE,15,FALSE
qf0ye9,M,40,Chrome,Windows,United States,-111.9093 33.4148,FALSE,11,FALSE
r8qtck,M,17,Chrome,Windows,Argentina,-58.3816 -34.6033,FALSE,8,FALSE
rwzawm,,61,Chrome,MacOS X,United States,-110.3607 31.5273,FALSE,11,FALSE
st5egp,F,41,Safari,MacOS X,Japan,139.7677 35.6427,TRUE,11.5,FALSE
trjd7p,M,32,Chrome,MacOS X,United States,-97.822 37.751,TRUE,11,FALSE
ubarhw,M,44,Chrome,Windows,China,120.5715 30.011,FALSE,11,FALSE
v3x3kx,M,,Safari,MacOS X,Sweden,11.9667 57.7167,FALSE,13.3333333333,FALSE
vskl4p,F,63,Chrome,Linux,Italy,7.6868 45.0705,TRUE,11.3333333333,FALSE
wmdnin,M,65,Chrome,Windows,United States,-97.822 37.751,TRUE,9.3333333333,FALSE
xb486l,F,47,Chrome,MacOS X,Italy,16.8554 41.1115,TRUE,10.25,FALSE
xv6wv0,M,57,Chrome,Windows,Romania,24.3667 45.1,TRUE,10,FALSE
yh5dor,M,50,Firefox,Windows,United States,-97.822 37.751,FALSE,11,FALSE
zffzad,F,50,Chrome,MacOS X,Japan,139.69 35.69,FALSE,10,FALSE
zxl3kv,M,,IE,Windows,United States,-86.1771 39.6176,FALSE,3,FALSE
6523,M,32,Chrome,Windows,,,TRUE,10.75,FALSE
13205,,44,Chrome,Windows,Japan,139.69 35.69,FALSE,11.5,FALSE
22916,M,46,Chrome,Windows,Colombia,-74.0628 4.6492,FALSE,9.75,FALSE
30666,M,18,Chrome,Windows,Brazil,-43.2192 -22.8305,FALSE,11,FALSE
38691,M,29,Safari,MacOS X,Finland,23.75 61.5,TRUE,5,FALSE
46471,M,22,Chrome,Windows,,,FALSE,8,FALSE
56977,M,,Chrome,Windows,United States,-122.0574 37.4192,FALSE,18,FALSE
65097,F,65,Chrome,MacOS X,United Kingdom,-2.1 57.1333,FALSE,11,FALSE
73789,M,43,Firefox,Windows,Germany,11.5833 48.15,FALSE,14,FALSE
81639,M,32,Chrome,MacOS X,Turkey,28.9684 41.0214,TRUE,12.75,FALSE
89709,F,22,Chrome,MacOS X,,,TRUE,10,FALSE
98028,F,,Chrome,MacOS X,United States,-71.517 42.4917,FALSE,11.25,FALSE
0opg11,M,62,Chrome,Windows,Romania,25.3 44,FALSE,13,FALSE
104224,M,50,Chrome,Windows,United States,-122.6932 45.5073,FALSE,13,FALSE
111061,M,47,Chrome,Windows,United States,-121.946 37.425,TRUE,10.2,FALSE
120893,M,41,IE,Windows,United States,-97.822 37.751,FALSE,11,FALSE
12e7nb,F,42,Firefox,Windows,United States,-75.3359 43.1191,FALSE,19,FALSE
139078,M,58,Chrome,Windows,Germany,9.491 51.2993,FALSE,6,FALSE
145274,,54,Chrome,Windows,United States,-82.62 36.4907,FALSE,8,FALSE
154626,M,39,Chrome,Windows,Netherlands,5.1191 52.0938,FALSE,9.3333333333,FALSE
162929,M,25,Chrome,Windows,Israel,34.75 31.5,FALSE,7,FALSE
171044,F,56,Firefox,Windows,Australia,145.0694 -37.8421,FALSE,12,FALSE
178636,F,28,Chrome,MacOS X,India,80.9167 26.85,FALSE,15,FALSE
185902,M,40,Chrome,Windows,China,113.5325 34.6836,TRUE,10,FALSE
191927,F,23,Chrome,MacOS X,United States,-97.822 37.751,TRUE,8.75,FALSE
1fndu7,F,19,Chrome,Windows,United States,-117.0762 32.7751,TRUE,9,FALSE
201654,,61,Chrome,MacOS X,United States,-97.822 37.751,TRUE,9.5,FALSE
210866,F,68,Chrome,Linux,Japan,139.69 35.69,FALSE,12,FALSE
219098,F,68,Chrome,Linux,United States,-121.2534 38.6501,FALSE,8.25,FALSE
226776,M,20,Chrome,Windows,Russia,56.25 58,FALSE,16,FALSE
235021,F,44,Chrome,MacOS X,Liechtenstein,9.5333 47.1667,TRUE,9.3333333333,FALSE
242593,F,51,Chrome,Linux,Germany,9.491 51.2993,FALSE,10.6666666667,FALSE
24kd0i,F,61,Chrome,MacOS X,United States,-79.9433 39.6456,TRUE,12.3333333333,FALSE
259250,F,67,Chrome,Windows,United Kingdom,-0.1224 51.4964,TRUE,10.75,FALSE
267330,M,74,Firefox,Windows,United States,-97.822 37.751,FALSE,12,FALSE
275212,M,53,Safari,MacOS X,Republic of Korea,126.9741 37.5112,TRUE,10.5,TRUE
282311,F,35,Chrome,Windows,France,4.5996 43.876,TRUE,10.3333333333,FALSE
291407,F,28,Chrome,Linux,United Kingdom,-0.1224 51.4964,TRUE,12.8,FALSE
297621,F,76,Chrome,Windows,Norway,10.75 59.95,TRUE,15,FALSE
2skqle,F,62,Chrome,Windows,United Kingdom,-0.0955 51.5092,FALSE,7,FALSE
305320,F,59,Chrome,Windows,Brazil,-43.8988 -19.9553,FALSE,10.5,FALSE
312970,F,28,Chrome,MacOS X,United States,-70.8008 43.0677,FALSE,14,FALSE
321228,M,60,Chrome,Windows,United States,-110.3607 31.5273,FALSE,15.5,FALSE
32wzc5,M,,Chrome,Windows,Netherlands,4.8995 52.3824,TRUE,10.6666666667,FALSE
339030,F,68,Chrome,Windows,China,120.1614 30.2936,TRUE,6.4,FALSE
348010,F,49,Safari,MacOS X,United States,-76.0048 42.1651,TRUE,13.25,FALSE
355517,M,19,Chrome,Windows,United States,-97.822 37.751,FALSE,15,FALSE
362422,M,37,Chrome,Windows,Japan,139.69 35.69,FALSE,13.3333333333,FALSE
369117,F,64,Chrome,MacOS X,South Africa,28.2294 -25.7069,FALSE,18,FALSE
376995,F,,Chrome,Windows,Guatemala,-90.5269 14.6211,TRUE,8.625,TRUE
385026,M,32,Firefox,Windows,Iran,48.8763 35.4639,TRUE,17,FALSE
392107,M,28,Chrome,Windows,Chile,-70.6503 -33.4378,TRUE,13,FALSE
3c4f9l,F,73,Chrome,Windows,United States,-77.0969 38.8865,TRUE,14.5,FALSE
401788,F,48,Chrome,Windows,Finland,23.75 61.5,FALSE,8.5,FALSE
408892,M,,Chrome,Windows,Spain,-5.4505 36.1333,TRUE,10,TRUE
416349,F,46,Firefox,Windows,Japan,135.8328 34.6853,FALSE,11,FALSE
424958,F,70,Chrome,Windows,China,116.3883 39.9289,FALSE,11,FALSE
432948,M,,Chrome,Windows,Egypt,31.223 30.0355,FALSE,11,FALSE
440189,M,63,Chrome,Windows,United States,-117.2079 32.9014,FALSE,18,FALSE
447714,M,38,Chrome,MacOS X,United States,-76.1242 43.03,TRUE,9,FALSE
